,molecular_weight_1,molecular_weight_2,molecular_weight_3,molecular_weight_4,hydrophobicity_1,hydrophobicity_2,hydrophobicity_3,hydrophobicity_4,node_degree_1,node_degree_2,node_degree_3,node_degree_4,node_weighted_degree_1,node_weighted_degree_2,node_weighted_degree_3,node_weighted_degree_4,residue_count_1,residue_count_2,residue_count_3,residue_count_4,clustering_coeff_1,clustering_coeff_2,clustering_coeff_3,clustering_coeff_4,conservation_score_1,conservation_score_2,conservation_score_3,conservation_score_4,bulkiness_1,bulkiness_2,bulkiness_3,bulkiness_4,polarity_1,polarity_2,polarity_3,polarity_4,turn_tendency_1,turn_tendency_2,turn_tendency_3,turn_tendency_4,coil_tendency_1,coil_tendency_2,coil_tendency_3,coil_tendency_4,flexibility_1,flexibility_2,flexibility_3,flexibility_4,partial_specific_volume_1,partial_specific_volume_2,partial_specific_volume_3,partial_specific_volume_4,refractive_index_1,refractive_index_2,refractive_index_3,refractive_index_4,compressibility_1,compressibility_2,compressibility_3,compressibility_4,class
1WIT,93.96113797828684,74.63732883553489,9.472175313498413,12.506969271055668,0.5850653924839406,0.07387466367869895,0.46728180346938175,1.4595240311416076,6.9190244785467385,5.353322238651135,0.8722367856701687,0.8588130956631627,79.18072555729087,52.54264340526916,23.617993568610096,20.229529880725956,5.286105636898855,4.123092802239874,0.5377432567714622,1.0525419537769891,0.416689393470315,0.32757065182953454,0.0428571416572761,0.03395069451353944,0.601041865445007,0.4955829470144256,0.04150114912466081,0.009129073905718899,11.382029428816617,8.995670624378446,1.1263041324345924,2.48444116537431,12.383407029246452,8.442892887193663,3.95960449405172,10.491814845634226,0.7421097112016064,0.5704476142149655,0.08930289487654978,0.18061459638818958,0.7549819490170572,0.5877317039156509,0.08384343502433551,0.14313441164319937,1.4100140128250138,0.9979176092365979,0.3487527258136313,0.5351490865001525,65.71015649033417,51.653766737927974,6.969276846321707,10.676346147985203,12.173031036760992,9.258127160764682,1.6008357806104934,3.624996034788749,22.449643756799237,18.16411747502476,1.923932334630592,1.3152398403477532,0.41
1YCC,98.15481466672158,83.55346024228464,12.228867914582663,9.178491076308433,1.2682633638220466,0.5665365867148311,0.8323396891796306,1.0671276181075329,6.385184408864421,5.304485846885008,0.9590216176616256,0.5799612104388095,57.37655822887397,36.32421160346328,21.769933211500284,11.826728401789664,6.725564297956605,5.016651806371232,1.7232714087236611,1.2761171206328268,0.4378244597081149,0.36347422956179376,0.06514120399293231,0.029490962776311195,0.6054807671236248,0.5391399846478784,0.052644759617929235,0.007143219843644883,10.822098505554163,9.298202639399479,1.39296404848817,1.6568916447998707,16.77707232359831,10.931518883105598,7.312200263863837,8.953151475102716,0.8047303330971458,0.6694703227631218,0.111243115792997,0.1076840171539747,0.8042854646260564,0.6767065045445408,0.1031570635301086,0.08996661975539863,1.671615414497219,1.260455592319618,0.432724758142566,0.4275508373809764,67.0394515803793,57.043843561956116,8.73240502959346,7.524069331985725,13.547486000241431,10.858880313432062,2.6158818216624606,2.5215814258247056,22.696893303624787,19.824577298872963,2.40870186148679,0.9495093559049604,9.62
256B,95.91318795777899,8.286997681982792,10.943003929159287,6.925126976914292,1.072250197621156,0.12850421686540558,1.0331277348052914,0.8817339276818952,6.397861729176405,0.5839759929847411,0.8478285395984371,0.3604518922050801,23.67500745594802,2.415809472313953,10.635482688389539,5.026999122341009,7.413067205927008,0.7144928848362203,1.8938958420309444,1.393575763016225,0.4329054535765807,0.03709709416490354,0.06837915866912027,0.021815788179343848,0.6022406620213453,0.05053321829008224,0.032214928558377584,0.0063193165194144,10.782379255510909,0.8940527341196233,1.2889250517466537,1.256568315620687,16.157132988816457,1.3694292735560194,10.792486118366389,4.371047802404473,0.7347256170745586,0.06630687054189813,0.13909530797991568,0.10114722262003631,0.7331218309578684,0.06651552723674055,0.10943523619851132,0.07612881531868963,1.5753372428613386,0.13494350921862727,0.6023466466137811,0.3168812005911582,65.35370236561513,5.624025139964751,8.736316847164185,5.4527091429994226,12.506555190965958,1.0913028029922136,2.3769868288026372,1.3471372467967757,22.185458105755416,1.8241368908661313,2.0512332516161282,0.8378148004136298,12.2
2ABD,98.55613999242831,28.201329029708415,13.432116767275142,10.40626978585187,1.3221663518783513,0.21178737165977782,1.0571925421320953,1.0360716381213253,6.75955684791563,1.8125008208323048,1.2334566142323689,0.6688738265395912,43.77779754356,10.384510217870236,18.688186655906918,11.77774444648917,5.952959615065441,1.5782438731709048,1.4510817447131827,1.669390234808765,0.44978931114954057,0.12439112205741888,0.07665147611618121,0.025791288574289296,0.6028860909936473,0.1775892983470033,0.05888224211105289,0.008014254017790285,11.27570865581473,3.171762235951114,1.8479918052580175,1.3773829487429543,20.11268623393241,4.735007411015407,8.993685340008385,8.166426885974206,0.7446886147901471,0.2058345957715588,0.1473039300420113,0.08968644247382132,0.7302966625686568,0.20582726426633302,0.1275948005537445,0.07713419134793467,1.7123805947286745,0.44988347601792494,0.4537540153785995,0.5019309279282341,68.30341413874349,19.288895001821444,10.07233995674418,8.472444078292636,13.329001342323783,3.7253494435927634,2.7164310309627826,2.48690314128205,22.806830916051204,6.649506681349236,2.607752513210502,1.1569575792666627,6.55
2ACY,98.03519000751399,64.27299115780987,14.236541079544372,10.964954626051215,0.8037078724558997,0.2747552008165182,0.5844200427948593,1.256211780978527,6.70898732869787,4.297974999230827,1.066308027498201,0.9313792572482177,80.85507797037486,40.97193538512568,30.094036057020546,17.26586767759133,5.117894125308228,3.2879373667498277,0.8631169375439575,1.1043185382768768,0.4328255233288478,0.2758440903510413,0.07424829428173949,0.04420955394603461,0.6041562299694317,0.412412661429296,0.06675168015079633,0.00787845948368882,11.175344185795353,7.357756403416381,1.6372172785006542,2.146562129686957,14.049403726917735,7.51928426782123,4.995386613217927,8.690852822498586,0.7263340037552173,0.47567522414901736,0.10429648456799634,0.15914154764573932,0.7330130226933785,0.48212582059306497,0.10212739845510796,0.1254287337931431,1.6057433734318547,0.9469081091625863,0.41725301673058673,0.5327305238341508,67.96234685583427,44.05870822167386,10.58769765157792,9.339373533722723,13.011730954107646,7.989145118026761,2.6455071099796474,3.288434393827961,22.56911789579764,15.268485751535747,2.6883138798425272,1.0471455749666025,0.92
2AIT,94.1091433757098,42.713455496328585,13.957468718135184,13.126592829746546,0.7150553365279825,0.07654202268059364,0.6667730639152373,1.1113690274862331,6.541936757757617,2.961353564840396,1.0500957458807296,0.910661436493765,57.87443723915754,21.934831829705775,21.76045821860949,17.166432122806608,4.078803677430221,1.8402410975982646,0.626271632630035,0.9420556255469184,0.4260477667652967,0.1957397532259329,0.06367415896483258,0.046809276524989396,0.6023365368229324,0.2866115389322967,0.0694882960289965,0.009302374185336254,11.060352119529872,4.932026394727936,2.120139498917751,2.3317530867683294,11.29033453357387,3.810134666308972,4.650725786915858,8.31478063733007,0.783093907823688,0.3470043474859093,0.14528715041259346,0.17369232427016332,0.7733967426162679,0.3526248184634708,0.12327616745177918,0.1480566222056827,1.2061661617123416,0.49436871401881194,0.2742474345446142,0.46640854544158866,63.51509964690026,28.490350276673855,10.5661604250018,10.380411967302441,12.524726770592588,5.510836539287879,2.538623038014626,4.311226875964335,22.063752809421086,10.392253146615138,2.712002568967487,1.3878284930961051,4.2
2CI2,99.18700325143122,19.453905804194388,12.781938935649627,11.857598355687719,1.2213480649664261,0.0855140108142123,0.9715948977355736,1.313860145922696,6.404700929723594,1.1909194279009976,1.1520333482291178,0.5971229341667778,45.04193546540909,7.1052495683857195,16.899264553980963,7.904183850120054,4.212380913134348,0.7946703461056089,0.8240661934455963,1.074730311422711,0.4413359402064646,0.08542109851950386,0.07165690816388376,0.027287346549266463,0.6080014720116275,0.12221839955256858,0.05985645026441259,0.007311163067959739,12.430804283380233,2.4188840883776823,1.9480597451018997,1.8461151351317948,16.691795311438227,2.7220733763010836,6.774260560091058,9.118563982617488,0.6891268368607026,0.13312379446534253,0.11600743415702314,0.14990567931027338,0.7141326987567844,0.1384482054825044,0.10489667838724258,0.1195879838023501,1.7265511007553576,0.3065998280852439,0.45805843173966343,0.6102354564378752,70.40254074160752,13.683190641967741,10.237594053475442,9.708968676144538,13.095222135685114,2.484795297988074,2.3606330575448458,3.017007002155856,22.819138804958982,4.529824613151053,2.5753241384866703,1.3533989818070902,3.9
2HQI,88.25877108953264,35.050172109078495,12.270018126079961,10.30579597208005,0.624805513804303,0.008883081019299553,0.664365532305041,1.2073079094523085,7.142629873576973,2.711239579158475,1.3922164314614172,1.0631815672568705,55.62584822606571,18.51962934364474,21.4954575861599,16.340490133143902,5.343356402036911,1.9603687947051125,1.1137270624349231,1.634338259541474,0.4180244504495978,0.1603077615389088,0.07340762604242251,0.05402448028032177,0.5960033998038722,0.2403329795939134,0.07246253647209916,0.00938307360974551,11.027384958598326,4.3279236166652435,1.673351795422076,2.219663465474053,11.600186338011838,3.6109127383964585,4.659061644641586,6.941301102934827,0.6808271057519332,0.26949016560316735,0.10199628017075707,0.14719345589093244,0.7064674570328424,0.27829837979664707,0.10454807329333352,0.1246754322014197,1.2592684415019326,0.44677690794886143,0.3275820849410227,0.5041450491879854,60.84674209367856,24.01429207700798,9.016131885045063,8.693142267207511,11.617035025501602,4.375165262857782,2.077563938930607,2.785198746751398,22.013701268502963,8.748890060134881,2.9679997147651758,1.4712901680027726,0.18
2PDD,95.8581414238221,29.7709360382154,7.98968931683632,9.145938299949698,0.5458329931310206,0.12414559301326535,0.8268025408703163,1.1933456535848779,5.511426821171964,1.7602465280744852,0.594188570505995,0.9435052336155809,14.122032072547595,4.095103392969107,3.124227689341225,4.643571083650818,2.8582332937236825,0.8921010735951311,0.6341032954088457,0.5340113487973217,0.47473754412005387,0.14918456378303288,0.03907741467831454,0.049947171218884784,0.6072492377296532,0.18969488229826142,0.007205590966474683,0.003930352792620874,11.0571019030254,3.4668750233293606,1.5955088871738619,1.68206431334103,14.114510741248598,4.147798654328766,6.256959481815045,8.398016225539193,0.6955085669174593,0.219872588757075,0.11212252913595785,0.12268998753369996,0.7173997527194246,0.2262415782584398,0.10182323819494925,0.0915129931810879,1.5806819035310786,0.48646646991862497,0.3683499258016005,0.5210790977434354,67.36096467976465,20.947333803730864,6.754601157213345,7.36959934014973,12.155191602230907,3.707650850821824,2.245623422071507,2.1414783081418247,22.155116469866766,6.933721887837621,0.9599074241803968,0.9564417162428807,9.8
2PTL,95.76269804974767,19.820431309132694,10.72506634042627,9.651953316811358,1.2229458118280674,0.19686677263443705,0.787111377236046,0.7991300595403094,6.327687002991387,1.2659587763796263,0.9731827871615563,0.7532793798235787,38.51077067926683,6.620643401621,14.04185340155042,17.635784128576564,5.9303616168276045,1.173923118799389,1.380874231653837,1.0278825407437568,0.45793590489064034,0.09202262416230875,0.06489697296846905,0.0308658868261265,0.598215851262504,0.12797713190346682,0.04253674790519186,0.004715194184203077,10.864565534186644,2.2390587752183486,1.585803432688961,1.3658669139479171,18.389228658334975,3.06734046328826,9.044780682639182,4.534299452048872,0.7682416428701713,0.15377581613577826,0.13644464202197826,0.12370314890233132,0.7624066011457972,0.1570043586959086,0.1102670233664294,0.09906609420242816,1.5332231744450937,0.28539130466201246,0.4395512325175383,0.42348800324764624,63.410121422296996,13.132986664852487,7.6549807670065295,8.415104530278544,12.25414498801417,2.4645773570735128,2.1648513043200333,2.686961736315999,23.13432276046196,4.842778864304907,2.2586983733328276,1.0021684179587944,4.1
2VIK,98.4043925729059,64.37413545897158,17.21897592677238,12.298441915235873,0.9604084537096308,0.28440263670601695,0.8324270141435891,1.251745464253768,6.79086986510741,4.144358520981404,1.2176042098959303,0.6445524184176,61.403666367039655,28.97626982228933,26.0165674721781,10.782696384029094,6.455302649267867,3.9796645581135506,1.4051471543184626,1.1962849103095068,0.4616130594645831,0.28431392074510514,0.08004137959312527,0.025582265574867515,0.6053680806594713,0.4152594371722939,0.07641913402699124,0.009672896563903369,11.724641262460096,7.214626770386527,2.722432621734139,1.84075260871545,12.785275204694482,6.461007802738048,7.524711834718575,7.246846408557726,0.79500648643197,0.4963902927056797,0.1738468562940785,0.15275124945530946,0.7877042464680873,0.5018973499694568,0.15363250194965095,0.12338264599186761,1.5346233296254739,0.9151139325050337,0.4666009568812861,0.4814946972597748,68.63629234280855,43.671274617840155,13.316660682386647,9.587992776284992,13.42220800422846,8.102841092582926,3.805342742316269,3.6950385862684048,22.580627817756305,15.275771223922835,3.1230164068204957,1.0067429511629757,6.8
3MEF,92.3216695762502,13.810595688335361,9.957899224302556,13.111378003208895,0.6712085714109076,0.05032801012851121,0.7909468002106497,1.2850826312455177,6.551952351016016,0.9335593384533671,1.0157601578539195,0.8732751137190077,42.20824516597599,5.335308755931019,14.905425163892062,12.060186579198625,4.331182703690989,0.6230525255338615,0.750533457055774,1.2518179831915148,0.46395322268021333,0.06716377309274568,0.07031146762636216,0.03506270918202309,0.606735493169528,0.09208858359211936,0.03151602523923395,0.008916173466003874,10.755324978760077,1.5595772340497134,1.755876922969964,2.3090185027045007,11.766599022695038,1.4871830042979084,6.349510774495605,7.708606970878617,0.8171891874040174,0.11888621838598244,0.1290564501294272,0.18216977228199552,0.7972786972687887,0.11723898420548082,0.09943109133013725,0.15071038344696586,1.2460050744538254,0.17841182062386648,0.3352411125523878,0.5388896038686384,63.27336770307564,9.295879570389657,9.048069622348867,10.912745361992371,11.495527893498577,1.6353525180776076,2.979879560790446,3.6503213616735857,22.46549967800351,3.3957727818208987,1.4402269847019165,1.3902788191756703,5.3
1A6N,101.46637139012068,62.22719600387533,18.237879130210466,7.7559527783042395,1.3840987785440053,0.23075828560827047,1.415115022677907,0.7221601034023076,6.4791213856124905,3.86974030061127,1.2766941395397668,0.3254876722363073,36.89163240498476,17.437366692353557,22.46068755747868,7.995489705404617,9.89051659387674,5.64437253018577,2.725589332134163,1.464692816765762,0.47444702435462116,0.2835594529324558,0.10039167153001406,0.01612418071666054,0.6060346492342563,0.3931738238209944,0.07140806860508153,0.00497291371143304,12.130851546081088,7.238679678378789,2.861457881018874,1.0987769111191994,20.19993837501769,9.521433929422104,12.249483253431308,4.664329950679874,0.734125928212588,0.42643599082255423,0.1823583849619405,0.06471359442045838,0.7498080821641793,0.4435957102177832,0.16122725076347597,0.05301974193934293,1.7469227760073252,0.9517617193396561,0.6700681192120383,0.32935923092143715,71.59391969342359,43.37010611509985,14.507461294671694,5.963749653826271,14.372618803194571,8.25815019585382,4.077574173114232,1.7756281996690746,23.06448058103478,14.614765500967843,3.373570079149669,0.7073149533840297,1.1
1ADW,94.95387984182535,32.19390363155117,9.725721127756737,13.167367065481598,0.7609499468535574,0.08466227760196834,0.7477097804774141,1.5117752267032627,6.736411079574082,2.205673473593684,0.9546474834611414,0.8293683693736151,57.567942680176856,15.912210492337707,17.33343574063542,12.420577182415999,6.674595069161736,2.166295152278332,1.0271569499552313,1.6027530026863557,0.4197999453479531,0.13799869449943244,0.04794511288057866,0.03130153900160118,0.6091867740706197,0.21349572162912944,0.03794194172158947,0.00847423986057925,11.318086776287142,3.7917239550242092,1.2733959869114064,2.599864116439635,14.189574775760198,3.877647720386887,5.833068762408385,10.048422511544873,0.7312630678325621,0.24315508722870352,0.09369106431370428,0.17984725802168697,0.7443997060409505,0.2517668867920344,0.07906039864171228,0.14665430901342816,1.507488646345678,0.4400740351720449,0.40027754473045585,0.5971186354996486,64.97946552917921,21.96908113142439,6.6526659372964305,10.679365576911835,12.279077713818229,3.9822428121120113,1.712452456786418,3.3764536371787717,22.495849833241312,7.772269352175388,1.8616257367279323,1.5439588135403826,0.69
1ARR,101.27482392190703,8.536924672937575,12.416054309692782,4.51158295327943,0.5815776544409866,0.05310827679306307,1.1788269270201202,0.46663225073074044,5.5416107699081545,0.5293661338170988,0.49436790873093894,0.20506779210192266,7.728485139325786,0.9531169900937058,1.2771833968161512,0.5872498514308281,3.0048310551792703,0.2937036168523312,0.5396970517592179,0.27963803659862047,0.5165795480575118,0.06690855694483037,0.047714584013846484,0.010193026755048384,0.6163227143391273,0.0370450542940988,0.011584047816071788,0.0029234173043775464,11.744334607462767,1.4069706528631225,2.1363364907046343,0.5498669598698465,14.627141328868747,1.8479238357384664,9.229997694903917,3.2535633781154423,0.706932946158136,0.04836166955408865,0.1810746122440014,0.04986202911308061,0.7166609620215153,0.04800637939418764,0.16604284954026663,0.04103218110569634,1.682459196658828,0.11260224936487392,0.6306606807142041,0.22561451356922746,70.40644173427827,6.3457479528764225,10.579801985595505,3.429879849893742,13.315769154414301,1.4140541133590159,3.6249842755856316,1.038006236764946,22.32302531730239,1.3651394336630391,1.645734750171547,0.5689271447654174,9.2
1AUE,103.06822790863453,4.996306078757866,12.62250234859948,8.198770713465722,0.8525601419065529,0.06297688614611882,1.1396206871802095,0.5941307474104012,6.345809970184909,0.35726926519613583,0.978367029924177,0.3142578597914679,16.45276743119294,0.9434709142486303,7.312502409256925,2.762404740377542,4.681241795686839,0.2697274264141834,1.1487690758043008,0.5041080622349687,0.4642211503464228,0.02284399272643197,0.08490611622972231,0.012447337392673001,0.6088267594935042,0.028694772579699396,0.035219568029868385,0.007942492979756695,11.303621030220446,0.5480963653237615,1.7048784568318505,1.1431473868784692,15.123435476680843,0.8550326663384084,10.650680009409792,3.018923471255016,0.7203361111784443,0.036990911311314364,0.1253066637114317,0.07236225256994475,0.7214280244511359,0.03417490926943121,0.11298029924806909,0.05240538435492805,1.69430218436736,0.0877222887895017,0.6833954313600209,0.17509268038064646,70.721422561215,3.431560085777433,10.621139096562711,6.6571144465685155,14.804889883773184,0.7730021486817229,3.364353995686609,2.5809417826397048,22.55895241203739,1.0667511666915421,1.8093292656602262,0.691277669921613,5.4
1AVZ,102.51482789577955,24.17847211916635,9.5328714987433,10.913990288528682,0.8045600868585693,0.08393508962683537,0.9897483398510241,1.1389834770405727,6.389104652414958,1.4338875653896395,1.0120821020843087,0.48885326433203036,38.71433015181053,7.093874065327793,16.816565180524673,8.651632778433068,4.973274004855496,1.1320813613630292,0.7936226713095437,0.9238368680153235,0.4504016503326267,0.1006118070209989,0.06849824209176501,0.02072927643213439,0.6091369211074114,0.14734671644839467,0.025151243149437844,0.008797574942794262,11.955504693363048,2.797610908741246,1.746758712923757,1.6119393085770737,14.416785127090447,2.7883748088547353,7.093197785620249,5.7904675853785275,0.7376089998231409,0.1699835001518886,0.12222046063359195,0.12306882884003074,0.7518755260837083,0.1747724562634077,0.09832290321314058,0.10747029059284717,1.5550047615338236,0.3342200401723224,0.35219659947630405,0.40703503693688003,71.43038599507696,16.821451869741033,8.411603510513546,7.926329296069553,14.633209464211978,3.320466240694918,2.542229884419028,2.931344011610961,22.41917197830998,5.354353554909831,1.3817059806645833,1.2279822206386415,4.9
1AYI,99.23073267383006,43.710985920052316,16.71245957257294,4.775416039858475,1.45484726123665,0.29139282458886745,1.213040300645094,0.6639744010367703,5.847478002662694,2.463638635770502,1.0151046813468556,0.31223131052828473,30.869648078573416,9.895292622725846,17.623910401132704,6.409757367355693,5.175295190793272,2.0579354304178743,1.3175960044390687,0.5270391683002909,0.4663318024001316,0.19732886202858238,0.09273817784072655,0.016525076008721253,0.6049847359390975,0.2764469783455286,0.07678000878303338,0.003688508478207227,12.044251880503811,5.122363477307365,2.454042249940988,0.9422876662476675,19.702092120809088,6.440422069822616,10.463301926057651,4.306121067014688,0.8111907681559892,0.33327158836105875,0.18598402480658058,0.07143721636716886,0.792339084854326,0.3350388083383791,0.15596780819895809,0.05917595124372263,1.6637034591171393,0.6631425143090863,0.5083806341568489,0.22876821856796536,68.8232708859279,29.74504514190275,12.50156819523261,3.7649930300257037,13.298134391419842,5.509127647092133,3.198653835122137,1.3863599108547568,23.140780450072477,10.342991583024455,3.363288035419269,0.6560068290442113,5.7
1B9C,96.71598850051522,110.87248961990187,7.212389692279514,10.40445457226067,1.050137579926441,0.49998217113533555,0.5420187857103735,1.2966499152524966,7.189663681564737,7.7869295508056835,0.6971888156522512,0.6649869571485366,113.08947780333641,104.43234361973533,23.530394578076816,25.744821569858882,10.829438555369673,11.801943465823115,1.1444077528656709,1.634588884039241,0.40450125420592364,0.44845317064781476,0.03363946752556277,0.023734645944615686,0.6041765300051053,0.7152305844170905,0.02693400015614219,0.008327155407579586,11.466266345470833,12.795053252035919,1.1666678758715885,2.122423588423302,15.329079766279387,13.463031408703875,4.2942954846982335,8.377534001866279,0.7814630336575267,0.8628411701906982,0.08703460020495123,0.16882211272982503,0.7756604527311318,0.8739168745730915,0.07050076353197188,0.13107767785818783,1.5374767865827315,1.5552773935101925,0.28472561206780334,0.4273010641535559,66.85422956663515,75.55446615745241,5.859796337943707,9.656371529115162,12.870945505048619,13.792453720374837,1.8416481619633118,3.1454823876734253,22.5574303622318,26.413872679314213,1.1890089280266767,1.2292338211653902,-2.6
1BA5,106.67388536429324,33.44866101110811,10.910018745668498,6.778212260544592,1.0969152261060418,0.5418431335441267,1.169548694350191,0.6235864416838767,5.396570055124597,1.798553401793264,0.7546926094557522,0.2992261904169946,8.95229479835671,3.071231358021585,2.770510785170363,1.0922820163398843,3.4552171739165867,1.100836837293854,0.8634955486548237,0.44088962820403477,0.49079003516299835,0.15685043464122042,0.06704413582046394,0.013480649358579695,0.6166880330697779,0.18985266436678525,0.008302004695876141,0.00569302871721238,11.623756813441904,3.634698286605834,1.3777493941464778,0.9920541592444102,17.26417346940283,5.961238862295953,10.057755578023947,3.890536894021476,0.7553080661485432,0.23714576521413278,0.10155327339715964,0.05850852972188754,0.7469510781597207,0.2335407284936206,0.08246166277759934,0.04855164291752696,2.0665643327076313,0.687153978837988,0.5647188165795097,0.1952502673272182,75.47229401045108,23.797157538554565,8.373178927601403,6.074384689120079,15.23509920192459,4.906635069928081,2.851110118414747,2.4129108532757564,22.615587073686374,7.018023614104384,0.9901636032463437,0.3937052038057052,5.9
1BNI,99.90628402555774,13.772557326839726,11.853919285757886,11.261293344710616,0.8429714978667258,0.10445051053285982,1.105015647959635,1.0881178694726066,6.2188615097418065,0.849546291664654,0.9357072482946902,0.5735977560751665,32.81636462139047,4.067153776452857,11.755731185402775,4.9826694677234675,5.2975109820040975,0.7164475832477776,0.8169609374086733,0.6240124407411886,0.4462357052879915,0.05835503159121044,0.07913715421379822,0.02715034475021019,0.6050315310348793,0.08398170513730437,0.026795691795381597,0.0061085531082932945,11.208458986754799,1.560910481233157,1.7574797305074847,1.9694043973219082,12.870730926247957,1.6969837349229753,9.191785808539564,6.596460133823663,0.7954353105632848,0.10706799413576057,0.15205689116274354,0.1426118228638731,0.788303011206853,0.10675250124411445,0.11967609383349896,0.10432201858174735,1.5444709158207919,0.2051244606718049,0.516807731903117,0.41699116029369854,68.52984980566883,9.430228210183362,10.643161450933416,10.272292722642446,13.3223811164297,1.812062178051827,3.560927326552591,3.537092652129507,22.49353443528123,3.1173137882375874,1.3982570654301625,0.975731550451165,2.7
1BTA,98.460724141579,20.974520689563157,9.695764636342389,9.046643765590384,0.7364337072366803,0.0666497778084841,0.9450254858635584,1.0210743185259576,6.428809076254118,1.3614526501958841,0.7084766976886413,0.50996664530232,48.47970870608781,8.037129730236309,17.393783926917283,10.901378874141095,4.926872175448575,1.01725472761612,0.7903673021724968,1.1870900581587012,0.4307848415751079,0.08984367809113451,0.05210517856134083,0.02873640956742902,0.6048453258807627,0.13196666874249854,0.02902322011889529,0.007360226289112441,11.999169826712654,2.469433425611623,1.824884287231308,1.7899001702283188,12.958141731960762,2.3954983811177146,6.928324542530837,5.276956826374398,0.7232533960984274,0.14924043857420974,0.10604521175581111,0.1366346409861941,0.7208636221358775,0.15167384577615842,0.09096058053059969,0.10302871958522039,1.6053646563289363,0.32294917230174836,0.3416002302415563,0.38501662436274264,68.96313617241509,14.44995754011307,7.892566961563885,9.035520878258511,13.822774832004074,2.7972162774201097,2.5511297535861948,2.8728556522254456,22.937003798306748,4.948399179871818,1.6453249622687323,0.998031313112301,3.5
1CBI,100.26882080213718,111.94202719162227,8.886980787528183,8.526667298412843,1.1833993108226903,0.5463539150317275,0.700157983238131,1.138511060603247,6.832056177097824,7.2260020217169805,0.6707702650086023,0.5614457152696787,78.50693279760152,57.785295881392415,31.912575704617986,15.901867500829079,6.816858781660486,7.436609917079878,0.7100317359003024,1.086690371516246,0.43850544861192825,0.47354173325382015,0.03828667043044966,0.023283999903162926,0.6050037168201136,0.7099633389282896,0.022486025503366886,0.007036318650339983,11.734277030596452,12.90971981836105,1.344204752584636,1.5693920208798966,16.447604735152236,14.256018925840454,6.178833230396768,6.296564103738942,0.7674608328733203,0.8225326034979437,0.0944292204102568,0.1116930147322542,0.7724151522167679,0.8445466598067941,0.07821154021137044,0.09025470251569112,1.7094751460198803,1.6410733854145312,0.4199766646371923,0.33981608834586075,68.99246797308163,76.14782994668204,7.0391028686799775,7.2410803537185515,13.794388836857431,14.510569271546334,1.9930374678946337,2.6892422058562366,22.71671873256066,26.18350263894127,1.2411381218216568,0.9071787983983415,-3.2
1CUN,99.12472172686482,20.889650047250772,14.917094171498226,3.7001657387589195,0.987311933353477,0.15244077151678379,1.6172755256860145,0.5475459302802759,6.240419176614017,1.29618129173545,0.8076862478972094,0.18343429099858977,26.613510836579607,4.932817480132255,18.354903974916684,5.474022988583872,12.47482729644445,2.539823189007033,3.4071058576723368,1.0400489742247685,0.4519244572341084,0.09521727023975263,0.07591346704182157,0.011681554381105892,0.6060257351386713,0.1304657110774374,0.032317833600161654,0.003918841131338673,11.307703862575613,2.3570913555815687,2.2984138734534576,0.8250255201916132,17.93615674079149,3.2843860668758134,13.350639003498456,2.209759249901404,0.7312400564994401,0.14862965630666336,0.179257423353807,0.050861923007569296,0.724076137537762,0.14968808764189453,0.13624767416605418,0.03709951815457486,1.6816204409116955,0.3441663544531894,0.7439358878762026,0.129173425982742,67.73536365867875,14.22746920658332,12.539616713700081,3.149166029961743,13.308912407148709,2.7219873506936194,3.4865695018852714,1.1636405452879155,22.90819361949757,4.8828108977747355,2.150399104528792,0.331448111216513,4.8
1D6O,95.9796606937685,64.49755096887353,14.090994933961907,10.397381985953338,0.8477668090964335,0.22756513101239084,0.7498962532497304,1.0714015992205608,7.0324247411149585,4.483295348106059,1.3241090068306611,0.7050042901559309,87.5710024601124,44.41248059028827,35.506644076677055,20.459619458342846,5.225185029624325,3.459476512858649,0.9011402779208096,1.0274974049917285,0.4349344020557831,0.2837543837722363,0.07221179844913113,0.036940185916578,0.6060777514851087,0.42071631604231347,0.07044038798184084,0.007879078393872191,11.17012306580108,7.384061259758426,1.9699853549238264,1.900545093628829,13.811641391552483,7.542938016309756,5.027989873395225,7.086534679062686,0.770042929766681,0.5016572348450213,0.13819058776974041,0.15368312982633417,0.7842037757744917,0.5162744647810934,0.12890798080880583,0.12915388725729915,1.5271561764858645,0.914257402060706,0.34250097637839755,0.4990096842342091,66.29352654171824,44.27613667084967,10.447495639730816,8.853558022474564,12.37986500641211,7.949841191895996,2.429901152961973,2.985568244957071,22.3273514608379,15.292559182200359,2.9095129233627626,1.3031656892160866,1.6
